# Simulation 1 (Up to date)
# 1236 data points written for 16 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
8.811,315.399,-8.749,-9.895,37.819,4.726e-4,3.038,1.262,45,4.816e-4,9.805,9.219,-1.55e-6,-78.588,-0.002,0.03
8.821,315.311,-8.848,-9.899,37.849,4.733e-4,3.025,1.341,45,4.82e-4,9.805,9.604,0,-75.357,-0.002,0.03
8.831,315.222,-8.947,-9.9,37.88,4.74e-4,3.012,1.419,45,4.824e-4,9.805,9.958,6.63e-7,-72.045,-0.002,0.03
8.841,315.132,-9.046,-9.9,37.91,4.747e-4,2.997,1.494,45,4.828e-4,9.805,10.281,-2.343e-6,-68.656,-0.002,0.031
8.851,315.041,-9.145,-9.898,37.94,4.753e-4,2.982,1.566,45,4.832e-4,9.805,10.573,-7.383e-7,-65.195,-0.002,0.031
8.861,314.949,-9.244,-9.895,37.969,4.76e-4,2.966,1.639,45,4.835e-4,9.805,10.855,-1.933e-6,-61.661,-0.001,0.031
# Event EJECTION_CHARGE occurred at t=8.861 seconds
8.862,314.94,-9.254,-9.895,37.972,4.761e-4,2.964,1.646,45,4.836e-4,9.805,10.882,0,-61.303,-0.002,0.031
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=8.862 seconds
8.863,314.931,-9.264,-9.894,37.975,4.762e-4,2.962,1.653,45,4.836e-4,9.805,10.908,0,-60.945,-0.002,0.031
8.864,314.922,-9.219,44.443,37.978,4.762e-4,2.933,29.36,45,4.836e-4,9.805,NaN,NaN,NaN,NaN,0.031
8.865,314.907,-9.149,43.91,37.983,4.764e-4,2.886,29.039,45,4.837e-4,9.805,NaN,NaN,NaN,NaN,0.031
8.867,314.892,-9.078,43.069,37.987,4.765e-4,2.84,28.533,45,4.838e-4,9.805,NaN,NaN,NaN,NaN,0.031
8.868,314.877,-9.007,42.236,37.992,4.766e-4,2.793,28.03,45,4.838e-4,9.805,NaN,NaN,NaN,NaN,0.03
8.87,314.861,-8.936,41.402,37.997,4.767e-4,2.745,27.528,45,4.839e-4,9.805,NaN,NaN,NaN,NaN,0.03
8.872,314.845,-8.863,40.569,38.002,4.768e-4,2.697,27.026,45,4.84e-4,9.805,NaN,NaN,NaN,NaN,0.03
8.874,314.829,-8.791,39.737,38.007,4.769e-4,2.648,26.524,45,4.84e-4,9.805,NaN,NaN,NaN,NaN,0.03
8.876,314.813,-8.718,38.905,38.012,4.771e-4,2.599,26.022,45,4.841e-4,9.805,NaN,NaN,NaN,NaN,0.029
8.878,314.796,-8.644,38.073,38.017,4.772e-4,2.55,25.52,45,4.841e-4,9.805,NaN,NaN,NaN,NaN,0.029
8.88,314.779,-8.57,37.243,38.022,4.773e-4,2.5,25.019,45,4.842e-4,9.805,NaN,NaN,NaN,NaN,0.029
8.882,314.761,-8.495,36.412,38.027,4.774e-4,2.45,24.518,45,4.843e-4,9.805,NaN,NaN,NaN,NaN,0.029
8.884,314.743,-8.419,35.582,38.032,4.776e-4,2.399,24.017,45,4.843e-4,9.805,NaN,NaN,NaN,NaN,0.028
8.886,314.725,-8.343,34.753,38.037,4.777e-4,2.347,23.516,45,4.844e-4,9.805,NaN,NaN,NaN,NaN,0.028
8.888,314.706,-8.266,33.924,38.042,4.779e-4,2.295,23.016,45,4.845e-4,9.805,NaN,NaN,NaN,NaN,0.028
8.891,314.687,-8.189,33.096,38.048,4.78e-4,2.242,22.516,45,4.845e-4,9.805,NaN,NaN,NaN,NaN,0.028
8.893,314.667,-8.11,32.269,38.053,4.782e-4,2.189,22.016,45,4.846e-4,9.805,NaN,NaN,NaN,NaN,0.027
8.896,314.647,-8.032,31.442,38.058,4.783e-4,2.135,21.516,45,4.847e-4,9.805,NaN,NaN,NaN,NaN,0.027
8.898,314.626,-7.952,30.616,38.064,4.785e-4,2.08,21.017,45,4.847e-4,9.805,NaN,NaN,NaN,NaN,0.027
8.901,314.605,-7.872,29.791,38.069,4.786e-4,2.025,20.518,45,4.848e-4,9.805,NaN,NaN,NaN,NaN,0.026
8.904,314.583,-7.79,28.973,38.075,4.788e-4,1.968,20.037,45,4.849e-4,9.805,NaN,NaN,NaN,NaN,0.026
8.907,314.559,-7.704,28.157,38.081,4.79e-4,1.908,19.592,45,4.85e-4,9.805,NaN,NaN,NaN,NaN,0.026
8.91,314.535,-7.617,27.313,38.087,4.792e-4,1.848,19.132,45,4.85e-4,9.805,NaN,NaN,NaN,NaN,0.026
8.913,314.509,-7.529,26.471,38.093,4.794e-4,1.786,18.673,45,4.851e-4,9.805,NaN,NaN,NaN,NaN,0.025
8.917,314.484,-7.44,25.63,38.099,4.796e-4,1.723,18.214,45,4.852e-4,9.805,NaN,NaN,NaN,NaN,0.025
8.92,314.457,-7.351,24.79,38.105,4.798e-4,1.659,17.755,45,4.853e-4,9.805,NaN,NaN,NaN,NaN,0.025
8.924,314.429,-7.26,23.951,38.111,4.8e-4,1.593,17.297,45,4.853e-4,9.805,NaN,NaN,NaN,NaN,0.024
8.928,314.401,-7.169,23.113,38.118,4.802e-4,1.526,16.84,45,4.854e-4,9.805,NaN,NaN,NaN,NaN,0.024
8.932,314.371,-7.076,22.277,38.124,4.805e-4,1.458,16.383,45,4.855e-4,9.805,NaN,NaN,NaN,NaN,0.024
8.937,314.34,-6.983,21.442,38.13,4.807e-4,1.389,15.927,45,4.856e-4,9.805,NaN,NaN,NaN,NaN,0.023
8.941,314.308,-6.888,20.608,38.136,4.81e-4,1.318,15.471,45,4.857e-4,9.805,NaN,NaN,NaN,NaN,0.023
8.946,314.275,-6.792,19.776,38.142,4.812e-4,1.245,15.016,45,4.857e-4,9.805,NaN,NaN,NaN,NaN,0.023
8.951,314.241,-6.695,18.945,38.149,4.815e-4,1.17,14.562,45,4.858e-4,9.805,NaN,NaN,NaN,NaN,0.022
8.956,314.205,-6.598,18.111,38.155,4.818e-4,1.095,14.09,45,4.859e-4,9.805,NaN,NaN,NaN,NaN,0.022
8.962,314.17,-6.506,17.267,38.16,4.821e-4,1.023,13.558,45,4.86e-4,9.805,NaN,NaN,NaN,NaN,0.022
8.967,314.133,-6.412,16.472,38.166,4.824e-4,0.948,13.056,45,4.86e-4,9.805,NaN,NaN,NaN,NaN,0.021
8.974,314.095,-6.317,15.677,38.171,4.827e-4,0.872,12.552,45,4.861e-4,9.805,NaN,NaN,NaN,NaN,0.021
8.98,314.055,-6.221,14.885,38.177,4.83e-4,0.795,12.05,45,4.862e-4,9.805,NaN,NaN,NaN,NaN,0.021
8.987,314.012,-6.124,14.095,38.182,4.833e-4,0.715,11.548,45,4.862e-4,9.805,NaN,NaN,NaN,NaN,0.02
8.994,313.967,-6.026,13.308,38.187,4.837e-4,0.634,11.046,45,4.863e-4,9.805,NaN,NaN,NaN,NaN,0.02
9.002,313.92,-5.927,12.523,38.192,4.841e-4,0.55,10.546,45,4.864e-4,9.805,NaN,NaN,NaN,NaN,0.02
9.011,313.869,-5.825,11.748,38.196,4.845e-4,0.463,10.061,45,4.864e-4,9.805,NaN,NaN,NaN,NaN,0.019
9.021,313.813,-5.718,10.979,38.2,4.85e-4,0.369,9.614,45,4.865e-4,9.805,NaN,NaN,NaN,NaN,0.019
9.031,313.752,-5.61,10.186,38.204,4.855e-4,0.272,9.151,45,4.865e-4,9.805,NaN,NaN,NaN,NaN,0.019
9.043,313.688,-5.5,9.399,38.206,4.86e-4,0.171,8.69,45,4.866e-4,9.805,NaN,NaN,NaN,NaN,0.018
9.056,313.618,-5.389,8.617,38.208,4.866e-4,0.065,8.23,45,4.866e-4,9.805,NaN,NaN,NaN,NaN,0.018
9.07,313.543,-5.279,7.837,38.208,4.872e-4,0.044,7.757,45,4.866e-4,9.805,NaN,NaN,NaN,NaN,0.017
9.085,313.462,-5.17,7.068,38.206,4.879e-4,0.157,7.27,45,4.866e-4,9.805,NaN,NaN,NaN,NaN,0.017
9.103,313.373,-5.06,6.321,38.202,4.887e-4,0.275,6.792,45,4.865e-4,9.805,NaN,NaN,NaN,NaN,0.017
9.122,313.274,-4.95,5.58,38.196,4.895e-4,0.399,6.309,45,4.864e-4,9.805,NaN,NaN,NaN,NaN,0.016
9.144,313.167,-4.844,4.844,38.186,4.904e-4,0.526,5.792,45,4.863e-4,9.805,NaN,NaN,NaN,NaN,0.016
9.17,313.044,-4.738,4.147,38.17,4.915e-4,0.662,5.293,45,4.861e-4,9.805,NaN,NaN,NaN,NaN,0.015
9.203,312.889,-4.622,3.491,38.146,4.928e-4,0.823,4.886,45,4.858e-4,9.805,NaN,NaN,NaN,NaN,0.015
9.244,312.704,-4.508,2.797,38.109,4.944e-4,1.005,4.463,45,4.853e-4,9.805,NaN,NaN,NaN,NaN,0.014
9.289,312.502,-4.414,2.089,38.059,4.961e-4,1.181,3.903,45,4.847e-4,9.805,NaN,NaN,NaN,NaN,0.014
9.359,312.198,-4.306,1.546,37.968,4.988e-4,1.429,3.552,45,4.835e-4,9.805,NaN,NaN,NaN,NaN,0.014
9.432,311.886,-4.242,0.872,37.856,5.015e-4,1.639,2.872,45,4.821e-4,9.805,NaN,NaN,NaN,NaN,0.013
9.504,311.578,-4.214,0.393,37.732,5.042e-4,1.784,1.993,45,4.805e-4,9.805,NaN,NaN,NaN,NaN,0.013
9.629,311.056,-4.192,0.173,37.499,5.087e-4,1.964,1.45,45,4.775e-4,9.805,NaN,NaN,NaN,NaN,0.013
9.802,310.331,-4.193,-0.002,37.148,5.148e-4,2.094,0.753,45,4.731e-4,9.805,NaN,NaN,NaN,NaN,0.012
10.066,309.223,-4.2,-0.028,36.592,5.236e-4,2.12,0.098,45,4.66e-4,9.805,NaN,NaN,NaN,NaN,0.012
10.428,307.704,-4.19,0.027,35.865,5.347e-4,1.892,0.629,45,4.567e-4,9.805,NaN,NaN,NaN,NaN,0.012
10.782,306.218,-4.201,-0.029,35.17,5.453e-4,2.031,0.392,45,4.479e-4,9.805,NaN,NaN,NaN,NaN,0.012
11.282,304.119,-4.194,0.013,34.149,5.616e-4,2.054,0.045,45,4.349e-4,9.805,NaN,NaN,NaN,NaN,0.012
11.782,302.021,-4.2,-0.012,33.156,5.784e-4,1.917,0.274,45,4.222e-4,9.805,NaN,NaN,NaN,NaN,0.012
12.282,299.923,-4.192,0.016,32.172,5.961e-4,2.021,0.209,45,4.097e-4,9.805,NaN,NaN,NaN,NaN,0.012
12.782,297.826,-4.194,-0.005,31.232,6.141e-4,1.738,0.567,45,3.977e-4,9.805,NaN,NaN,NaN,NaN,0.012
13.282,295.729,-4.196,-0.002,30.322,6.325e-4,1.904,0.332,45,3.861e-4,9.805,NaN,NaN,NaN,NaN,0.012
13.782,293.633,-4.189,0.014,29.303,6.545e-4,2.169,0.531,45,3.732e-4,9.805,NaN,NaN,NaN,NaN,0.012
14.282,291.536,-4.196,-0.015,28.15,6.813e-4,2.445,0.551,45,3.585e-4,9.805,NaN,NaN,NaN,NaN,0.012
14.709,289.746,-4.185,0.026,27.162,7.061e-4,2.18,0.619,45,3.459e-4,9.805,NaN,NaN,NaN,NaN,0.012
15.209,287.649,-4.206,-0.041,26.101,7.348e-4,2.062,0.236,45,3.324e-4,9.805,NaN,NaN,NaN,NaN,0.012
15.709,285.555,-4.168,0.075,25.151,7.626e-4,1.739,0.646,45,3.203e-4,9.805,NaN,NaN,NaN,NaN,0.012
16.076,284.019,-4.202,-0.093,24.465,7.839e-4,1.998,0.707,45,3.116e-4,9.805,NaN,NaN,NaN,NaN,0.012
16.576,281.926,-4.169,0.066,23.38,8.203e-4,2.345,0.693,45,2.977e-4,9.805,NaN,NaN,NaN,NaN,0.012
17.02,280.066,-4.214,-0.102,22.381,8.57e-4,2.158,0.421,45,2.85e-4,9.805,NaN,NaN,NaN,NaN,0.012
17.52,277.972,-4.163,0.102,21.293,9.007e-4,2.195,0.074,45,2.712e-4,9.805,NaN,NaN,NaN,NaN,0.012
18.02,275.874,-4.23,-0.133,20.218,9.486e-4,2.103,0.183,45,2.575e-4,9.805,NaN,NaN,NaN,NaN,0.012
18.52,273.783,-4.134,0.192,19.104,0.001,2.355,0.504,45,2.433e-4,9.805,NaN,NaN,NaN,NaN,0.012
18.988,271.82,-4.253,-0.255,18.053,0.001,2.136,0.467,45,2.299e-4,9.805,NaN,NaN,NaN,NaN,0.012
19.488,269.732,-4.101,0.305,17.043,0.001,1.901,0.47,45,2.17e-4,9.805,NaN,NaN,NaN,NaN,0.013
19.913,267.95,-4.273,-0.404,16.192,0.001,2.1,0.467,45,2.062e-4,9.805,NaN,NaN,NaN,NaN,0.012
20.311,266.281,-4.116,0.393,15.376,0.001,2.002,0.246,45,1.958e-4,9.805,NaN,NaN,NaN,NaN,0.013
20.773,264.344,-4.273,-0.339,14.429,0.001,2.098,0.208,45,1.838e-4,9.805,NaN,NaN,NaN,NaN,0.012
21.2,262.557,-4.098,0.41,13.586,0.001,1.854,0.572,45,1.73e-4,9.805,NaN,NaN,NaN,NaN,0.013
21.601,260.88,-4.267,-0.423,12.835,0.001,1.89,0.09,45,1.635e-4,9.805,NaN,NaN,NaN,NaN,0.012
21.963,259.363,-4.125,0.392,12.195,0.002,1.65,0.663,45,1.553e-4,9.805,NaN,NaN,NaN,NaN,0.013
22.215,258.313,-4.194,-0.274,11.76,0.002,1.803,0.606,45,1.498e-4,9.805,NaN,NaN,NaN,NaN,0.012
22.559,256.872,-4.184,0.029,11.143,0.002,1.782,0.061,45,1.419e-4,9.805,NaN,NaN,NaN,NaN,0.012
23.059,254.778,-4.193,-0.017,10.256,0.002,1.766,0.031,45,1.306e-4,9.805,NaN,NaN,NaN,NaN,0.012
23.535,252.791,-4.156,0.076,9.3,0.002,2.25,1.015,45,1.184e-4,9.805,NaN,NaN,NaN,NaN,0.012
23.853,251.461,-4.198,-0.132,8.607,0.002,2.102,0.465,45,1.096e-4,9.805,NaN,NaN,NaN,NaN,0.012
24.252,249.793,-4.175,0.059,7.745,0.002,2.225,0.31,45,9.863e-5,9.805,NaN,NaN,NaN,NaN,0.012
24.66,248.087,-4.188,-0.032,6.892,0.003,1.955,0.662,45,8.777e-5,9.805,NaN,NaN,NaN,NaN,0.012
25.16,245.994,-4.182,0.012,5.946,0.003,1.829,0.253,45,7.572e-5,9.805,NaN,NaN,NaN,NaN,0.012
25.66,243.903,-4.183,-0.002,4.963,0.004,2.103,0.547,45,6.321e-5,9.805,NaN,NaN,NaN,NaN,0.012
26.16,241.81,-4.188,-0.01,3.929,0.005,2.033,0.139,45,5.004e-5,9.805,NaN,NaN,NaN,NaN,0.012
26.66,239.718,-4.18,0.015,2.935,0.007,1.946,0.175,45,3.737e-5,9.805,NaN,NaN,NaN,NaN,0.012
27.16,237.628,-4.181,-0.001,1.885,0.01,2.253,0.614,45,2.401e-5,9.805,NaN,NaN,NaN,NaN,0.012
27.53,236.082,-4.176,0.012,1.102,0.017,1.98,0.737,45,1.403e-5,9.805,NaN,NaN,NaN,NaN,0.012
28.03,233.99,-4.193,-0.033,0.136,0.141,1.883,0.193,45,1.736e-6,9.805,NaN,NaN,NaN,NaN,0.012
28.53,231.899,-4.17,0.045,0.823,179.977,1.952,0.138,45,-1.047e-5,9.805,NaN,NaN,NaN,NaN,0.012
29.03,229.809,-4.19,-0.041,1.875,179.99,2.258,0.611,45,-2.388e-5,9.805,NaN,NaN,NaN,NaN,0.012
29.518,227.767,-4.168,0.046,2.93,179.993,2.058,0.409,45,-3.731e-5,9.805,NaN,NaN,NaN,NaN,0.012
30.018,225.675,-4.2,-0.064,3.937,179.995,1.973,0.17,45,-5.014e-5,9.805,NaN,NaN,NaN,NaN,0.012
30.518,223.587,-4.15,0.1,4.862,179.996,1.723,0.501,45,-6.191e-5,9.806,NaN,NaN,NaN,NaN,0.012
31.018,221.499,-4.203,-0.106,5.614,179.997,1.288,0.87,45,-7.15e-5,9.806,NaN,NaN,NaN,NaN,0.012
31.338,220.163,-4.162,0.128,6.06,179.997,1.505,0.678,45,-7.718e-5,9.806,NaN,NaN,NaN,NaN,0.012
31.838,218.077,-4.184,-0.043,6.927,179.997,1.963,0.918,45,-8.822e-5,9.806,NaN,NaN,NaN,NaN,0.012
32.338,215.987,-4.174,0.019,7.937,179.998,2.074,0.222,45,-1.011e-4,9.806,NaN,NaN,NaN,NaN,0.012
32.838,213.898,-4.182,-0.016,8.917,179.998,1.846,0.457,45,-1.136e-4,9.806,NaN,NaN,NaN,NaN,0.012
33.338,211.809,-4.175,0.013,9.85,179.998,1.888,0.084,45,-1.254e-4,9.806,NaN,NaN,NaN,NaN,0.012
33.838,209.719,-4.182,-0.014,10.818,179.998,1.982,0.188,45,-1.378e-4,9.806,NaN,NaN,NaN,NaN,0.012
34.338,207.631,-4.173,0.019,11.798,179.998,1.941,0.081,45,-1.503e-4,9.806,NaN,NaN,NaN,NaN,0.012
34.838,205.541,-4.185,-0.024,12.767,179.998,1.934,0.014,45,-1.626e-4,9.806,NaN,NaN,NaN,NaN,0.012
35.338,203.453,-4.166,0.037,13.76,179.999,2.037,0.207,45,-1.752e-4,9.806,NaN,NaN,NaN,NaN,0.012
35.777,201.624,-4.169,-0.006,14.564,179.999,1.628,0.932,45,-1.855e-4,9.806,NaN,NaN,NaN,NaN,0.012
36.1,200.274,-4.178,-0.027,15.113,179.999,1.766,0.424,45,-1.925e-4,9.806,NaN,NaN,NaN,NaN,0.012
36.6,198.187,-4.169,0.017,16.055,179.999,2,0.469,45,-2.045e-4,9.806,NaN,NaN,NaN,NaN,0.012
37.1,196.1,-4.179,-0.02,17.116,179.999,2.244,0.486,45,-2.18e-4,9.806,NaN,NaN,NaN,NaN,0.012
37.6,194.014,-4.167,0.025,18.19,179.999,2.053,0.382,45,-2.316e-4,9.806,NaN,NaN,NaN,NaN,0.012
38.1,191.928,-4.175,-0.016,19.132,179.999,1.716,0.673,45,-2.436e-4,9.806,NaN,NaN,NaN,NaN,0.012
38.507,190.233,-4.168,0.016,19.875,179.999,1.942,0.557,45,-2.531e-4,9.806,NaN,NaN,NaN,NaN,0.012
39.007,188.145,-4.183,-0.028,20.844,179.999,1.934,0.016,45,-2.655e-4,9.806,NaN,NaN,NaN,NaN,0.012
39.507,186.059,-4.162,0.041,21.794,179.999,1.865,0.138,45,-2.775e-4,9.806,NaN,NaN,NaN,NaN,0.012
40.007,183.972,-4.186,-0.047,22.775,179.999,2.058,0.387,45,-2.9e-4,9.806,NaN,NaN,NaN,NaN,0.012
40.494,181.942,-4.148,0.078,23.703,179.999,1.751,0.632,45,-3.019e-4,9.806,NaN,NaN,NaN,NaN,0.012
40.765,180.813,-4.161,-0.05,24.221,179.999,2.065,1.157,45,-3.085e-4,9.806,NaN,NaN,NaN,NaN,0.012
41.063,179.573,-4.176,-0.05,24.846,179.999,2.138,0.244,45,-3.164e-4,9.806,NaN,NaN,NaN,NaN,0.012
41.563,177.488,-4.166,0.02,25.941,179.999,2.24,0.204,45,-3.304e-4,9.806,NaN,NaN,NaN,NaN,0.012
42.063,175.401,-4.18,-0.027,27.067,179.999,2.264,0.048,45,-3.447e-4,9.806,NaN,NaN,NaN,NaN,0.012
42.563,173.32,-4.146,0.068,28.294,179.999,2.647,0.766,45,-3.603e-4,9.806,NaN,NaN,NaN,NaN,0.012
42.78,172.418,-4.146,-0.002,28.834,179.999,2.313,1.532,45,-3.672e-4,9.806,NaN,NaN,NaN,NaN,0.012
43.085,171.15,-4.171,-0.082,29.501,179.999,2.063,0.823,45,-3.757e-4,9.806,NaN,NaN,NaN,NaN,0.012
43.585,169.067,-4.161,0.02,30.457,179.999,1.761,0.602,45,-3.879e-4,9.806,NaN,NaN,NaN,NaN,0.012
43.936,167.608,-4.164,-0.009,31.125,179.999,2.05,0.824,45,-3.964e-4,9.806,NaN,NaN,NaN,NaN,0.012
44.36,165.84,-4.176,-0.027,31.994,179.999,2.05,0.002,45,-4.074e-4,9.806,NaN,NaN,NaN,NaN,0.012
44.86,163.756,-4.161,0.029,33.032,179.999,2.101,0.104,45,-4.207e-4,9.806,NaN,NaN,NaN,NaN,0.012
45.36,161.671,-4.18,-0.037,34.101,179.999,2.175,0.147,45,-4.343e-4,9.806,NaN,NaN,NaN,NaN,0.012
45.86,159.588,-4.151,0.057,35.145,179.999,2.001,0.348,45,-4.476e-4,9.806,NaN,NaN,NaN,NaN,0.012
46.36,157.506,-4.177,-0.051,36.05,179.999,1.619,0.764,45,-4.591e-4,9.806,NaN,NaN,NaN,NaN,0.012
46.781,155.751,-4.156,0.05,36.769,179.999,1.795,0.418,45,-4.682e-4,9.806,NaN,NaN,NaN,NaN,0.012
47.281,153.666,-4.184,-0.057,37.67,179.999,1.809,0.028,45,-4.797e-4,9.806,NaN,NaN,NaN,NaN,0.012
47.781,151.585,-4.139,0.089,38.631,180,2.034,0.451,45,-4.92e-4,9.806,NaN,NaN,NaN,NaN,0.012
48.281,149.501,-4.197,-0.115,39.585,180,1.782,0.505,45,-5.041e-4,9.806,NaN,NaN,NaN,NaN,0.012
48.781,147.421,-4.12,0.155,40.531,180,2.005,0.445,45,-5.162e-4,9.806,NaN,NaN,NaN,NaN,0.012
49.281,145.335,-4.228,-0.217,41.533,180,2,0.009,45,-5.289e-4,9.806,NaN,NaN,NaN,NaN,0.012
49.781,143.258,-4.08,0.297,42.521,180,1.953,0.095,45,-5.415e-4,9.806,NaN,NaN,NaN,NaN,0.012
50.281,141.168,-4.279,-0.398,43.479,180,1.878,0.149,45,-5.537e-4,9.806,NaN,NaN,NaN,NaN,0.012
50.781,139.097,-4.007,0.543,44.423,180,1.899,0.043,45,-5.657e-4,9.806,NaN,NaN,NaN,NaN,0.013
51.151,137.564,-4.27,-0.711,45.163,180,2.101,0.545,45,-5.752e-4,9.806,NaN,NaN,NaN,NaN,0.012
51.407,136.488,-4.14,0.509,45.694,180,2.042,0.232,45,-5.819e-4,9.806,NaN,NaN,NaN,NaN,0.013
51.726,135.163,-4.174,-0.108,46.359,180,2.132,0.284,45,-5.904e-4,9.806,NaN,NaN,NaN,NaN,0.012
52.226,133.083,-4.149,0.051,47.416,180,2.096,0.073,45,-6.038e-4,9.806,NaN,NaN,NaN,NaN,0.012
52.726,131,-4.183,-0.068,48.455,180,2.063,0.066,45,-6.171e-4,9.806,NaN,NaN,NaN,NaN,0.012
53.226,128.921,-4.134,0.098,49.45,180,1.913,0.299,45,-6.297e-4,9.806,NaN,NaN,NaN,NaN,0.012
53.726,126.838,-4.196,-0.126,50.353,180,1.7,0.426,45,-6.412e-4,9.806,NaN,NaN,NaN,NaN,0.012
54.226,124.76,-4.115,0.163,51.203,180,1.699,0.003,45,-6.521e-4,9.806,NaN,NaN,NaN,NaN,0.012
54.708,122.758,-4.196,-0.169,52.135,180,2.171,0.98,45,-6.639e-4,9.806,NaN,NaN,NaN,NaN,0.012
55.069,121.253,-4.134,0.172,52.899,180,2.059,0.309,45,-6.737e-4,9.806,NaN,NaN,NaN,NaN,0.012
55.569,119.173,-4.187,-0.106,53.853,180,1.757,0.603,45,-6.858e-4,9.806,NaN,NaN,NaN,NaN,0.012
55.906,117.773,-4.132,0.164,54.493,180,2.046,0.858,45,-6.94e-4,9.806,NaN,NaN,NaN,NaN,0.012
56.354,115.908,-4.19,-0.13,55.427,180,2.121,0.167,45,-7.059e-4,9.806,NaN,NaN,NaN,NaN,0.012
56.854,113.831,-4.117,0.147,56.464,180,2.029,0.183,45,-7.191e-4,9.806,NaN,NaN,NaN,NaN,0.012
57.354,111.748,-4.216,-0.197,57.458,180,1.947,0.165,45,-7.317e-4,9.806,NaN,NaN,NaN,NaN,0.012
57.854,109.674,-4.078,0.275,58.388,180,1.775,0.344,45,-7.436e-4,9.806,NaN,NaN,NaN,NaN,0.012
58.303,107.807,-4.239,-0.358,59.243,180,2.032,0.573,45,-7.545e-4,9.806,NaN,NaN,NaN,NaN,0.012
58.66,106.318,-4.098,0.393,59.941,180,1.877,0.434,45,-7.633e-4,9.806,NaN,NaN,NaN,NaN,0.012
59.16,104.235,-4.232,-0.267,60.82,180,1.637,0.479,45,-7.745e-4,9.806,NaN,NaN,NaN,NaN,0.012
59.66,102.164,-4.053,0.357,61.67,180,1.763,0.252,45,-7.854e-4,9.806,NaN,NaN,NaN,NaN,0.012
60.16,100.077,-4.295,-0.482,62.567,180,1.826,0.125,45,-7.968e-4,9.806,NaN,NaN,NaN,NaN,0.012
60.561,98.408,-4.023,0.677,63.347,180,2.059,0.582,45,-8.067e-4,9.806,NaN,NaN,NaN,NaN,0.013
60.853,97.207,-4.204,-0.619,63.954,180,2.096,0.127,45,-8.144e-4,9.806,NaN,NaN,NaN,NaN,0.012
61.197,95.775,-4.125,0.228,64.686,180,2.164,0.197,45,-8.238e-4,9.806,NaN,NaN,NaN,NaN,0.012
61.697,93.698,-4.183,-0.116,65.859,180,2.527,0.725,45,-8.387e-4,9.806,NaN,NaN,NaN,NaN,0.012
61.978,92.531,-4.131,0.185,66.527,180,2.237,1.03,45,-8.472e-4,9.806,NaN,NaN,NaN,NaN,0.012
62.337,91.041,-4.17,-0.107,67.311,180,2.128,0.305,45,-8.572e-4,9.806,NaN,NaN,NaN,NaN,0.012
62.646,89.757,-4.137,0.106,68.009,180,2.386,0.836,45,-8.661e-4,9.806,NaN,NaN,NaN,NaN,0.012
62.879,88.79,-4.154,-0.071,68.552,180,2.275,0.477,45,-8.73e-4,9.806,NaN,NaN,NaN,NaN,0.012
63.379,86.715,-4.146,0.016,69.611,180,1.961,0.629,45,-8.865e-4,9.806,NaN,NaN,NaN,NaN,0.012
63.879,84.637,-4.165,-0.039,70.576,180,1.897,0.127,45,-8.988e-4,9.806,NaN,NaN,NaN,NaN,0.012
64.379,82.563,-4.13,0.071,71.595,180,2.181,0.569,45,-9.118e-4,9.806,NaN,NaN,NaN,NaN,0.012
64.72,81.154,-4.154,-0.07,72.286,180,1.877,0.894,45,-9.206e-4,9.806,NaN,NaN,NaN,NaN,0.012
65.041,79.821,-4.152,0.004,72.897,180,1.93,0.163,45,-9.283e-4,9.806,NaN,NaN,NaN,NaN,0.012
65.397,78.345,-4.133,0.055,73.652,180,2.308,1.063,45,-9.38e-4,9.806,NaN,NaN,NaN,NaN,0.012
65.689,77.132,-4.16,-0.091,74.321,180,2.266,0.146,45,-9.465e-4,9.806,NaN,NaN,NaN,NaN,0.012
66.118,75.354,-4.139,0.048,75.34,180,2.49,0.522,45,-9.594e-4,9.806,NaN,NaN,NaN,NaN,0.012
66.548,73.571,-4.16,-0.05,76.366,180,2.288,0.47,45,-9.725e-4,9.806,NaN,NaN,NaN,NaN,0.012
67.048,71.498,-4.13,0.062,77.433,180,1.977,0.622,45,-9.861e-4,9.806,NaN,NaN,NaN,NaN,0.012
67.479,69.708,-4.167,-0.087,78.335,180,2.204,0.527,45,-9.976e-4,9.806,NaN,NaN,NaN,NaN,0.012
67.828,68.26,-4.132,0.102,79.062,180,1.962,0.694,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
68.287,66.355,-4.172,-0.089,79.966,180,1.981,0.042,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
68.787,64.285,-4.109,0.127,80.875,180,1.655,0.652,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
69.287,62.207,-4.205,-0.191,81.716,180,1.707,0.103,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
69.787,60.137,-4.073,0.264,82.587,180,1.776,0.137,45,-0.001,9.806,NaN,NaN,NaN,NaN,0.012
