# Simulation 1 (Up to date)
# 1236 data points written for 16 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.195,47.068,70.274,43.118,2.372,-9.585e-5,5.216,8.405,45,3.021e-5,9.806,0.516,-1.371e-6,-1.975,-0.01,0.208
1.201,47.495,70.535,43.039,2.404,-9.797e-5,5.267,8.369,45,3.062e-5,9.806,0.506,-1.479e-6,2.011,-0.013,0.208
1.207,47.929,70.799,42.974,2.437,-9.988e-5,5.318,8.204,45,3.103e-5,9.806,0.476,-2.838e-6,5.934,-0.012,0.209
1.213,48.388,71.076,42.857,2.471,-1.019e-4,5.37,7.878,45,3.147e-5,9.806,0.421,-1.14e-6,9.72,-0.009,0.21
1.221,48.904,71.381,42.017,2.51,-1.047e-4,5.424,7.28,45,3.197e-5,9.806,0.334,-1.278e-6,13.327,-0.016,0.211
1.23,49.553,71.752,40.822,2.56,-1.094e-4,5.486,6.347,45,3.26e-5,9.806,0.199,4.248e-6,16.541,-0.015,0.212
1.24,50.272,72.146,39.437,2.615,-1.166e-4,5.543,5.198,45,3.33e-5,9.806,0.033,6.074e-6,18.073,-0.1,0.213
1.25,50.996,72.532,38.557,2.671,-1.26e-4,5.589,4.105,45,3.401e-5,9.806,0.13,-1.161e-5,-17.359,-0.022,0.214
1.26,51.723,72.922,38.953,2.727,-1.369e-4,5.625,3.161,45,3.472e-5,9.806,0.286,-8.144e-6,-14.399,-0.007,0.215
1.27,52.444,73.31,39.365,2.782,-1.482e-4,5.652,2.481,45,3.543e-5,9.806,0.396,-5.37e-6,-9.582,-0.003,0.217
1.277,52.964,73.592,39.706,2.822,-1.561e-4,5.669,2.203,45,3.594e-5,9.806,0.44,-1.642e-6,-5.3,0.001,0.217
1.283,53.432,73.846,39.954,2.858,-1.631e-4,5.683,2.127,45,3.64e-5,9.806,0.452,-1.495e-6,-1.224,0.005,0.218
1.289,53.887,74.093,40.168,2.893,-1.697e-4,5.696,2.212,45,3.685e-5,9.806,0.438,-1.528e-6,2.753,0.001,0.219
1.296,54.354,74.347,40.366,2.929,-1.765e-4,5.711,2.455,45,3.73e-5,9.806,0.399,3.992e-7,6.6,0.009,0.22
1.302,54.864,74.625,40.559,2.968,-1.841e-4,5.729,2.844,45,3.78e-5,9.806,0.34,-4.248e-6,10.294,0.002,0.22
1.31,55.46,74.95,40.628,3.014,-1.934e-4,5.754,3.384,45,3.839e-5,9.806,0.258,-9.01e-7,13.847,0.018,0.221
1.32,56.212,75.356,40.49,3.072,-2.061e-4,5.792,4.232,45,3.912e-5,9.806,0.129,1.386e-5,16.731,0.022,0.223
1.33,56.967,75.761,40.343,3.13,-2.206e-4,5.839,5.182,45,3.986e-5,9.806,0.013,-1.64e-5,-17.573,0.296,0.224
1.34,57.727,76.164,40.192,3.189,-2.37e-4,5.896,6.095,45,4.061e-5,9.806,0.146,9.047e-6,-16.282,0.021,0.225
1.35,58.49,76.565,40.051,3.248,-2.547e-4,5.961,6.848,45,4.136e-5,9.806,0.252,1.642e-5,-13.106,0.006,0.226
1.36,59.255,76.964,39.919,3.308,-2.721e-4,6.033,7.507,45,4.212e-5,9.806,0.345,1.041e-5,-8.298,-1.205e-4,0.227
1.368,59.813,77.253,39.861,3.352,-2.84e-4,6.088,7.761,45,4.268e-5,9.806,0.378,-2.52e-6,-4.052,0.014,0.228
1.374,60.323,77.515,39.824,3.392,-2.939e-4,6.14,7.792,45,4.319e-5,9.806,0.379,-5.684e-7,-0.004,0.012,0.229
1.381,60.829,77.775,39.806,3.432,-3.024e-4,6.19,7.642,45,4.371e-5,9.806,0.354,-2.904e-6,3.916,0.01,0.23
1.388,61.367,78.05,39.806,3.475,-3.099e-4,6.242,7.301,45,4.425e-5,9.806,0.303,4.579e-7,7.652,0.008,0.231
1.396,61.995,78.37,39.823,3.525,-3.164e-4,6.298,6.711,45,4.489e-5,9.806,0.216,8.007e-6,11.127,0.021,0.232
1.406,62.781,78.769,39.866,3.589,-3.214e-4,6.36,5.714,45,4.57e-5,9.806,0.072,7.827e-6,13.593,0.033,0.233
1.416,63.57,79.169,39.922,3.652,-3.238e-4,6.412,4.609,45,4.651e-5,9.806,0.085,-2.084e-5,-13.414,0.045,0.234
1.426,64.364,79.568,39.956,3.717,-3.248e-4,6.453,3.628,45,4.733e-5,9.806,0.22,1.731e-5,-10.718,-0.003,0.235
1.436,65.162,79.969,39.958,3.782,-3.258e-4,6.485,2.938,45,4.816e-5,9.806,0.311,1.218e-5,-6.001,-0.004,0.236
1.443,65.744,80.259,39.948,3.829,-3.27e-4,6.506,2.684,45,4.876e-5,9.806,0.343,2.791e-6,-1.745,1.397e-4,0.237
1.449,66.272,80.521,39.912,3.871,-3.286e-4,6.523,2.667,45,4.93e-5,9.806,0.343,2.644e-6,2.292,0.002,0.238
1.456,66.799,80.782,39.853,3.914,-3.31e-4,6.541,2.864,45,4.985e-5,9.806,0.314,-2.246e-6,6.169,-0.005,0.239
1.463,67.373,81.065,39.768,3.961,-3.343e-4,6.563,3.277,45,5.044e-5,9.806,0.257,-5.142e-6,9.846,-0.004,0.24
1.472,68.07,81.406,39.637,4.017,-3.39e-4,6.594,3.986,45,5.116e-5,9.806,0.161,-1.015e-6,13.115,0.016,0.241
1.482,68.886,81.802,39.458,4.083,-3.458e-4,6.639,4.975,45,5.2e-5,9.806,0.03,9.656e-6,14.849,0.051,0.242
1.492,69.706,82.196,39.274,4.15,-3.537e-4,6.694,5.973,45,5.285e-5,9.806,0.1,2.001e-5,-14.137,0.007,0.243
1.502,70.53,82.588,39.101,4.217,-3.623e-4,6.758,6.815,45,5.371e-5,9.806,0.206,2.103e-6,-11.184,0.013,0.244
1.512,71.358,82.979,38.956,4.285,-3.707e-4,6.829,7.382,45,5.457e-5,9.806,0.275,3.804e-6,-6.466,-0.001,0.245
1.519,71.982,83.272,38.888,4.337,-3.765e-4,6.886,7.541,45,5.523e-5,9.806,0.292,-7.361e-7,-2.279,0.012,0.246
1.526,72.568,83.545,38.845,4.385,-3.814e-4,6.939,7.453,45,5.584e-5,9.806,0.278,3.343e-6,1.675,0.006,0.247
1.533,73.184,83.831,38.823,4.436,-3.859e-4,6.992,7.137,45,5.65e-5,9.806,0.236,-1.91e-6,5.423,0.006,0.248
1.542,73.902,84.163,38.82,4.496,-3.899e-4,7.051,6.536,45,5.726e-5,9.806,0.16,1.522e-5,8.784,0.019,0.249
1.552,74.746,84.552,38.833,4.567,-3.928e-4,7.112,5.653,45,5.816e-5,9.806,0.049,1.175e-5,10.865,0.02,0.25
1.562,75.593,84.94,38.848,4.639,-3.938e-4,7.164,4.772,45,5.907e-5,9.806,0.058,-1.4e-5,-10.742,0.047,0.251
1.572,76.445,85.329,38.845,4.711,-3.935e-4,7.208,4.011,45,5.999e-5,9.806,0.148,3.797e-6,-8.572,0.012,0.252
1.582,77.3,85.718,38.812,4.783,-3.93e-4,7.245,3.516,45,6.091e-5,9.806,0.203,-2.346e-6,-4.857,0.009,0.254
1.591,78.1,86.08,38.752,4.85,-3.93e-4,7.277,3.374,45,6.177e-5,9.806,0.216,3.388e-6,-0.666,-0.008,0.255
1.6,78.851,86.417,38.666,4.914,-3.937e-4,7.307,3.541,45,6.258e-5,9.806,0.193,6.615e-6,3.188,0.005,0.256
1.61,79.689,86.791,38.543,4.985,-3.948e-4,7.342,3.913,45,6.348e-5,9.806,0.147,2.495e-6,6.766,-0.005,0.257
1.62,80.559,87.176,38.393,5.058,-3.958e-4,7.385,4.537,45,6.442e-5,9.806,0.073,-1.733e-5,9.165,-0.018,0.258
1.63,81.432,87.559,38.229,5.132,-3.96e-4,7.434,5.268,45,6.536e-5,9.806,0.012,6.057e-6,-9.848,-0.149,0.259
1.64,82.31,87.941,38.066,5.207,-3.947e-4,7.49,5.952,45,6.631e-5,9.806,0.09,-5.642e-6,-8.661,-0.01,0.26
1.65,83.191,88.322,37.922,5.282,-3.912e-4,7.553,6.445,45,6.727e-5,9.806,0.144,-9.416e-6,-5.974,-0.003,0.261
1.66,84.076,88.701,37.803,5.358,-3.861e-4,7.619,6.662,45,6.824e-5,9.806,0.167,2.08e-6,-2.362,-0.017,0.262
1.67,84.965,89.078,37.662,5.435,-3.798e-4,7.685,6.541,45,6.921e-5,9.806,0.152,2.8e-6,1.376,0.005,0.263
1.68,85.858,89.454,37.54,5.512,-3.734e-4,7.748,6.118,45,7.019e-5,9.806,0.104,-1.156e-5,4.409,-0.013,0.265
1.69,86.754,89.829,37.438,5.59,-3.674e-4,7.806,5.5,45,7.118e-5,9.806,0.036,-3.104e-6,6.072,-0.029,0.266
1.7,87.654,90.203,37.339,5.668,-3.622e-4,7.858,4.832,45,7.218e-5,9.806,0.036,9.762e-7,-6.058,-0.015,0.267
1.71,88.558,90.576,37.224,5.747,-3.584e-4,7.903,4.311,45,7.318e-5,9.806,0.09,-8.584e-6,-4.522,0.013,0.268
1.72,89.466,90.947,37.084,5.826,-3.563e-4,7.945,4.004,45,7.419e-5,9.806,0.12,-7.219e-6,-1.914,0.014,0.269
1.73,90.377,91.317,36.916,5.906,-3.56e-4,7.984,3.97,45,7.521e-5,9.806,0.12,6.568e-7,1.114,0.006,0.27
1.74,91.292,91.685,36.72,5.986,-3.571e-4,8.025,4.205,45,7.623e-5,9.806,0.092,-3.788e-6,3.814,-0.014,0.271
1.75,92.211,92.052,36.502,6.066,-3.593e-4,8.069,4.64,45,7.725e-5,9.806,0.044,5.747e-6,5.534,-0.006,0.272
1.76,93.133,92.415,36.28,6.147,-3.615e-4,8.118,5.094,45,7.828e-5,9.806,0.005,-1.289e-6,-6.05,-0.112,0.273
1.77,94.059,92.777,36.059,6.229,-3.627e-4,8.171,5.516,45,7.932e-5,9.806,0.049,9.634e-6,-5.327,-0.032,0.274
1.78,94.989,93.137,35.853,6.311,-3.617e-4,8.228,5.806,45,8.036e-5,9.806,0.079,-6.629e-6,-3.607,0.002,0.276
1.79,95.922,93.494,35.669,6.393,-3.578e-4,8.287,5.889,45,8.142e-5,9.806,0.088,1.833e-6,-1.379,-0.015,0.277
1.8,96.859,93.85,35.511,6.476,-3.507e-4,8.345,5.753,45,8.247e-5,9.806,0.074,1.886e-6,0.789,-0.013,0.278
1.81,97.799,94.204,35.361,6.56,-3.412e-4,8.402,5.554,45,8.354e-5,9.806,0.055,2.867e-6,2.571,0.006,0.279
1.82,98.743,94.557,35.225,6.644,-3.301e-4,8.456,5.228,45,8.461e-5,9.806,0.024,2.429e-6,3.66,-0.009,0.28
1.83,99.69,94.836,27.808,6.729,-3.185e-4,8.498,4.048,45,8.569e-5,9.806,0.011,-1.511e-6,-3.797,-0.013,0.281
1.84,100.639,94.922,8.617,6.814,-3.081e-4,8.516,1.632,45,8.678e-5,9.806,0.041,-4.157e-7,-3.067,-0.019,0.281
1.85,101.587,94.808,-11.378,6.899,-2.997e-4,8.509,0.731,45,8.786e-5,9.806,0.059,2.622e-6,-1.636,-0.026,0.281
1.86,102.534,94.518,-28.879,6.984,-2.93e-4,8.481,2.848,45,8.894e-5,9.806,0.082,-1.235e-6,0.327,-0.016,0.28
# Event BURNOUT occurred at t=1.86 seconds
1.861,102.628,94.481,-37.601,6.993,-2.924e-4,8.477,3.818,45,8.905e-5,9.806,0.083,0,0.585,-0.006,0.28
1.862,102.77,94.424,-37.619,7.005,-2.916e-4,8.472,3.831,45,8.921e-5,9.806,0.085,0,0.929,-0.005,0.279
1.864,102.982,94.34,-37.566,7.024,-2.904e-4,8.463,3.833,45,8.946e-5,9.806,0.086,0,1.443,-0.008,0.279
1.868,103.301,94.213,-37.49,7.053,-2.886e-4,8.45,3.817,45,8.982e-5,9.806,0.085,4.906e-7,2.227,-0.004,0.279
1.873,103.777,94.023,-37.381,7.096,-2.861e-4,8.431,3.752,45,9.036e-5,9.806,0.079,0,3.341,-0.005,0.278
1.881,104.49,93.74,-37.226,7.16,-2.825e-4,8.403,3.577,45,9.118e-5,9.806,0.06,-9.85e-7,4.76,-0.005,0.277
1.891,105.425,93.369,-37.035,7.243,-2.779e-4,8.369,3.251,45,9.225e-5,9.806,0.025,-1.376e-5,5.859,0.004,0.276
1.901,106.357,92.999,-36.853,7.327,-2.735e-4,8.338,2.88,45,9.331e-5,9.806,0.017,-5.479e-6,-5.984,0.019,0.275
1.911,107.285,92.632,-36.693,7.41,-2.694e-4,8.312,2.307,45,9.437e-5,9.806,0.082,2.753e-6,-4.626,-0.004,0.274
1.921,108.21,92.266,-36.514,7.493,-2.656e-4,8.292,1.933,45,9.543e-5,9.806,0.124,-2.066e-6,-1.895,-0.001,0.273
1.931,109.131,91.901,-36.305,7.576,-2.623e-4,8.273,1.836,45,9.648e-5,9.806,0.133,1.565e-6,1.475,-0.005,0.272
1.941,110.048,91.54,-36.066,7.659,-2.595e-4,8.254,2.011,45,9.753e-5,9.806,0.109,0,4.632,-0.004,0.271
1.951,110.962,91.18,-35.805,7.741,-2.572e-4,8.232,2.398,45,9.858e-5,9.806,0.06,-6.697e-6,6.827,-0.029,0.27
1.961,111.872,90.824,-35.522,7.823,-2.556e-4,8.205,3.028,45,9.963e-5,9.806,0.02,8.95e-6,-7.302,-0.063,0.269
1.971,112.778,90.47,-35.253,7.905,-2.546e-4,8.172,3.581,45,1.007e-4,9.806,0.092,-1.674e-5,-5.862,0.014,0.268
1.981,113.681,90.118,-35.01,7.987,-2.537e-4,8.134,3.923,45,1.017e-4,9.806,0.138,-7.143e-6,-2.956,0.014,0.267
1.991,114.58,89.769,-34.799,8.068,-2.529e-4,8.094,3.984,45,1.027e-4,9.806,0.15,3.198e-6,0.656,-0.018,0.266
2.001,115.476,89.422,-34.618,8.149,-2.52e-4,8.055,3.771,45,1.038e-4,9.806,0.127,6.866e-6,4.052,0.013,0.265
2.011,116.369,89.077,-34.452,8.229,-2.509e-4,8.019,3.459,45,1.048e-4,9.806,0.09,-6.803e-6,6.732,0.004,0.264
2.021,117.258,88.733,-34.303,8.309,-2.497e-4,7.986,3.011,45,1.058e-4,9.806,0.034,-1.736e-5,8.205,1.74e-4,0.263
2.031,118.144,88.391,-34.16,8.389,-2.484e-4,7.959,2.537,45,1.068e-4,9.806,0.026,1.625e-6,-8.3,-0.011,0.262
2.041,119.026,88.05,-34.013,8.468,-2.471e-4,7.935,2.139,45,1.078e-4,9.806,0.077,7.962e-6,-7.054,-0.017,0.261
2.051,119.905,87.711,-33.852,8.547,-2.459e-4,7.915,1.886,45,1.089e-4,9.806,0.11,-8.895e-6,-4.792,0.006,0.26
2.061,120.78,87.373,-33.688,8.627,-2.453e-4,7.898,1.648,45,1.099e-4,9.806,0.14,-7.759e-6,-1.81,0.015,0.259
2.071,121.652,87.037,-33.497,8.705,-2.455e-4,7.882,1.653,45,1.109e-4,9.806,0.138,3.997e-7,1.434,-0.007,0.258
2.081,122.521,86.703,-33.281,8.784,-2.466e-4,7.864,1.88,45,1.119e-4,9.806,0.106,-6.897e-6,4.287,-0.014,0.257
2.091,123.386,86.371,-33.049,8.863,-2.484e-4,7.844,2.259,45,1.129e-4,9.806,0.052,1.708e-6,6.104,-0.03,0.256
2.101,124.248,86.042,-32.814,8.941,-2.512e-4,7.819,2.7,45,1.139e-4,9.806,0.012,2.39e-6,-6.546,-0.145,0.255
2.111,125.107,85.715,-32.575,9.019,-2.549e-4,7.789,3.214,45,1.149e-4,9.806,0.085,-1.266e-5,-5.431,0.002,0.254
2.121,125.962,85.391,-32.357,9.097,-2.595e-4,7.755,3.57,45,1.158e-4,9.806,0.138,1.531e-6,-2.891,-0.007,0.253
2.131,126.815,85.068,-32.166,9.174,-2.651e-4,7.718,3.694,45,1.168e-4,9.806,0.159,-5.085e-7,0.402,-0.018,0.252
2.141,127.664,84.747,-32.003,9.251,-2.714e-4,7.682,3.575,45,1.178e-4,9.806,0.145,-1.834e-6,3.787,-0.019,0.251
2.151,128.51,84.428,-31.864,9.328,-2.777e-4,7.647,3.242,45,1.188e-4,9.806,0.101,7.085e-6,6.505,-0.013,0.25
2.161,129.352,84.11,-31.754,9.404,-2.835e-4,7.618,2.659,45,1.198e-4,9.806,0.021,-5.127e-6,7.833,-0.104,0.249
2.171,130.192,83.793,-31.648,9.48,-2.882e-4,7.594,2.081,45,1.207e-4,9.806,0.06,-7.209e-7,-7.396,-0.031,0.248
2.181,131.028,83.477,-31.532,9.556,-2.916e-4,7.576,1.619,45,1.217e-4,9.806,0.125,3.829e-6,-5.422,-0.015,0.247
2.191,131.861,83.162,-31.394,9.632,-2.934e-4,7.562,1.356,45,1.227e-4,9.806,0.162,0,-2.331,0.002,0.246
2.201,132.692,82.849,-31.229,9.707,-2.934e-4,7.548,1.328,45,1.236e-4,9.806,0.165,-1.449e-6,1.124,0.003,0.245
2.211,133.518,82.538,-31.04,9.783,-2.917e-4,7.534,1.513,45,1.246e-4,9.806,0.136,-1.364e-6,4.256,0.009,0.244
2.221,134.342,82.228,-30.832,9.858,-2.884e-4,7.518,1.863,45,1.255e-4,9.806,0.081,7.153e-7,6.532,0.031,0.244
2.231,135.163,81.921,-30.619,9.933,-2.835e-4,7.497,2.293,45,1.265e-4,9.806,0.013,4.179e-6,7.484,0.161,0.243
2.241,135.981,81.616,-30.409,10.008,-2.776e-4,7.472,2.711,45,1.274e-4,9.806,0.054,-3.501e-6,-7.065,0.046,0.242
2.251,136.795,81.313,-30.213,10.082,-2.715e-4,7.443,3.039,45,1.284e-4,9.806,0.108,-1.935e-6,-5.385,0.028,0.241
2.261,137.607,81.012,-30.03,10.157,-2.662e-4,7.411,3.274,45,1.293e-4,9.806,0.148,-3.234e-6,-2.762,0.027,0.24
2.271,138.416,80.712,-29.87,10.231,-2.627e-4,7.378,3.312,45,1.303e-4,9.806,0.158,-1.087e-6,0.3,0.031,0.239
2.281,139.221,80.414,-29.731,10.304,-2.617e-4,7.345,3.156,45,1.312e-4,9.806,0.138,6.005e-6,3.262,0.024,0.238
2.291,140.024,80.118,-29.611,10.378,-2.634e-4,7.315,2.846,45,1.322e-4,9.806,0.093,-3.439e-6,5.544,0.018,0.237
2.301,140.824,79.822,-29.501,10.451,-2.673e-4,7.289,2.459,45,1.331e-4,9.806,0.034,-2.354e-6,6.742,0.044,0.236
2.311,141.62,79.528,-29.376,10.523,-2.724e-4,7.265,2.258,45,1.34e-4,9.806,0.002,2.169e-6,7.098,0.415,0.236
2.321,142.414,79.234,-29.251,10.596,-2.779e-4,7.244,2.07,45,1.349e-4,9.806,0.028,9.615e-6,-6.852,-0.033,0.235
2.331,143.205,78.943,-29.122,10.668,-2.827e-4,7.224,1.925,45,1.359e-4,9.806,0.052,-4.133e-6,-6.061,-0.012,0.234
2.341,143.993,78.652,-28.988,10.74,-2.863e-4,7.205,1.847,45,1.368e-4,9.806,0.064,-8.834e-6,-4.946,-0.01,0.233
2.351,144.778,78.363,-28.847,10.812,-2.882e-4,7.186,1.831,45,1.377e-4,9.806,0.067,-3.796e-6,-3.722,-0.019,0.232
2.361,145.56,78.075,-28.724,10.884,-2.881e-4,7.169,1.647,45,1.386e-4,9.806,0.096,0,-2.191,-0.023,0.231
2.371,146.34,77.788,-28.59,10.956,-2.861e-4,7.153,1.57,45,1.395e-4,9.806,0.107,-1.658e-6,-0.302,-0.021,0.23
2.381,147.116,77.503,-28.443,11.027,-2.827e-4,7.137,1.606,45,1.404e-4,9.806,0.099,-7.347e-7,1.592,-0.025,0.23
2.391,147.89,77.22,-28.285,11.098,-2.788e-4,7.121,1.741,45,1.413e-4,9.806,0.073,-2.266e-6,3.167,-0.02,0.229
2.401,148.66,76.938,-28.121,11.17,-2.752e-4,7.102,1.943,45,1.422e-4,9.806,0.036,-8.884e-6,4.177,-0.056,0.228
2.411,149.428,76.657,-27.949,11.241,-2.724e-4,7.081,2.23,45,1.431e-4,9.806,0.016,0,-4.334,-0.094,0.227
2.421,150.194,76.379,-27.783,11.311,-2.707e-4,7.058,2.485,45,1.44e-4,9.806,0.063,0,-3.637,-0.021,0.226
2.431,150.956,76.101,-27.627,11.382,-2.701e-4,7.032,2.664,45,1.449e-4,9.806,0.098,-4.413e-6,-2.208,-4.164e-4,0.226
2.441,151.716,75.826,-27.484,11.452,-2.707e-4,7.005,2.739,45,1.458e-4,9.806,0.114,-4.515e-7,-0.326,-0.012,0.225
2.451,152.472,75.552,-27.355,11.522,-2.721e-4,6.977,2.702,45,1.467e-4,9.806,0.111,-7.964e-7,1.644,-0.01,0.224
2.461,153.227,75.279,-27.24,11.591,-2.741e-4,6.951,2.557,45,1.476e-4,9.806,0.088,2.606e-6,3.386,-0.018,0.223
2.471,153.978,75.007,-27.134,11.661,-2.761e-4,6.927,2.338,45,1.485e-4,9.806,0.052,3.338e-6,4.591,-0.035,0.222
2.481,154.727,74.736,-27.033,11.73,-2.776e-4,6.905,2.086,45,1.494e-4,9.806,0.008,4.328e-6,5.082,-0.237,0.221
2.491,155.473,74.466,-26.934,11.799,-2.782e-4,6.885,1.841,45,1.503e-4,9.806,0.034,1.642e-6,-4.873,-0.057,0.221
2.501,156.216,74.197,-26.831,11.868,-2.776e-4,6.868,1.641,45,1.511e-4,9.806,0.07,3.909e-7,-3.985,-0.022,0.22
2.511,156.957,73.93,-26.718,11.936,-2.755e-4,6.852,1.532,45,1.52e-4,9.806,0.089,-6.116e-7,-2.653,-0.021,0.219
2.521,157.695,73.663,-26.596,12.005,-2.719e-4,6.837,1.504,45,1.529e-4,9.806,0.093,-1.343e-6,-1.143,-0.014,0.218
2.531,158.43,73.398,-26.466,12.073,-2.67e-4,6.822,1.556,45,1.537e-4,9.806,0.082,-4.311e-7,0.289,-0.025,0.218
2.541,159.163,73.134,-26.329,12.141,-2.613e-4,6.805,1.671,45,1.546e-4,9.806,0.058,-1.734e-6,1.443,-0.028,0.217
2.551,159.893,72.871,-26.187,12.209,-2.554e-4,6.788,1.831,45,1.555e-4,9.806,0.026,-1.825e-6,2.138,-0.053,0.216
2.561,160.62,72.61,-26.036,12.277,-2.501e-4,6.768,2.091,45,1.563e-4,9.806,0.026,6.86e-7,-2.148,-0.021,0.215
2.571,161.345,72.35,-25.891,12.344,-2.46e-4,6.746,2.318,45,1.572e-4,9.806,0.072,-2.141e-6,-1.356,0.011,0.215
2.581,162.067,72.092,-25.754,12.412,-2.433e-4,6.722,2.478,45,1.581e-4,9.806,0.105,-7.217e-7,0.052,0.008,0.214
2.591,162.787,71.835,-25.629,12.479,-2.424e-4,6.697,2.549,45,1.589e-4,9.806,0.121,-1.116e-6,1.842,0.012,0.213
2.601,163.504,71.58,-25.516,12.546,-2.432e-4,6.671,2.523,45,1.598e-4,9.806,0.118,-2.232e-6,3.73,0.006,0.212
2.611,164.218,71.325,-25.419,12.612,-2.454e-4,6.647,2.372,45,1.606e-4,9.806,0.091,6.284e-7,5.353,0.016,0.212
2.621,164.93,71.071,-25.329,12.679,-2.488e-4,6.624,2.163,45,1.615e-4,9.806,0.051,3.474e-7,6.428,0.025,0.211
2.631,165.64,70.818,-25.244,12.745,-2.528e-4,6.604,1.93,45,1.623e-4,9.806,0.005,2.646e-6,6.85,0.074,0.21
2.641,166.347,70.566,-25.159,12.811,-2.569e-4,6.586,1.706,45,1.631e-4,9.806,0.04,1.394e-6,-6.581,-0.007,0.209
2.651,167.051,70.315,-25.073,12.877,-2.605e-4,6.57,1.51,45,1.64e-4,9.806,0.079,2.112e-6,-5.701,-0.016,0.209
2.661,167.753,70.065,-25.002,12.942,-2.632e-4,6.556,1.183,45,1.648e-4,9.806,0.144,6.177e-7,-4.002,-0.003,0.208
2.671,168.452,69.815,-24.917,13.008,-2.648e-4,6.546,0.967,45,1.657e-4,9.806,0.186,-3.072e-6,-1.526,0.007,0.207
2.681,169.149,69.567,-24.816,13.073,-2.65e-4,6.536,0.888,45,1.665e-4,9.806,0.201,-9.412e-7,1.328,-0.002,0.206
2.691,169.844,69.319,-24.697,13.138,-2.64e-4,6.527,0.946,45,1.673e-4,9.806,0.186,4.426e-7,4.185,0.008,0.206
2.701,170.536,69.073,-24.563,13.204,-2.619e-4,6.517,1.127,45,1.681e-4,9.806,0.145,-4.382e-6,6.605,0.007,0.205
2.711,171.225,68.828,-24.409,13.269,-2.589e-4,6.504,1.484,45,1.69e-4,9.806,0.067,-3.09e-6,8.137,0.014,0.204
2.721,171.912,68.584,-24.255,13.334,-2.555e-4,6.487,1.864,45,1.698e-4,9.806,0.018,-8.328e-7,-8.471,0.072,0.203
2.731,172.597,68.343,-24.108,13.398,-2.519e-4,6.467,2.211,45,1.706e-4,9.806,0.098,7.351e-6,-7.623,0.004,0.203
2.741,173.279,68.102,-23.972,13.463,-2.484e-4,6.443,2.48,45,1.715e-4,9.806,0.161,0,-5.788,0.009,0.202
2.751,173.959,67.863,-23.85,13.527,-2.454e-4,6.418,2.64,45,1.723e-4,9.806,0.2,1.868e-6,-3.246,-3.769e-4,0.201
2.761,174.636,67.625,-23.739,13.591,-2.432e-4,6.391,2.721,45,1.731e-4,9.806,0.222,1.474e-6,-0.294,-0.003,0.201
2.771,175.311,67.388,-23.643,13.655,-2.417e-4,6.364,2.666,45,1.739e-4,9.806,0.214,-1.211e-6,2.736,0.004,0.2
2.781,175.984,67.152,-23.562,13.719,-2.409e-4,6.338,2.488,45,1.747e-4,9.806,0.178,-1.547e-6,5.43,0.002,0.199
2.791,176.655,66.917,-23.494,13.782,-2.408e-4,6.314,2.216,45,1.755e-4,9.806,0.119,6.155e-6,7.445,0.016,0.198
2.801,177.323,66.682,-23.432,13.845,-2.413e-4,6.294,1.895,45,1.763e-4,9.806,0.049,4.975e-6,8.569,0.009,0.198
2.811,177.988,66.448,-23.369,13.908,-2.42e-4,6.276,1.616,45,1.771e-4,9.806,0.015,1.564e-6,-8.804,0.023,0.197
2.821,178.651,66.215,-23.304,13.97,-2.428e-4,6.261,1.359,45,1.779e-4,9.806,0.073,-7.694e-6,-8.198,0.009,0.196
2.831,179.312,65.982,-23.235,14.033,-2.433e-4,6.249,1.156,45,1.787e-4,9.806,0.121,-1.569e-6,-6.912,1.858e-4,0.196
2.841,179.971,65.75,-23.156,14.095,-2.434e-4,6.238,1.029,45,1.795e-4,9.806,0.15,1.272e-6,-5.123,-0.003,0.195
2.851,180.627,65.519,-23.068,14.158,-2.429e-4,6.228,0.986,45,1.803e-4,9.806,0.161,-4.124e-7,-3.084,0.005,0.194
2.861,181.282,65.289,-22.971,14.22,-2.418e-4,6.218,1.005,45,1.811e-4,9.806,0.156,-1.746e-6,-1.029,0.005,0.194
2.871,181.933,65.06,-22.864,14.282,-2.398e-4,6.208,1.104,45,1.819e-4,9.806,0.132,5.254e-7,0.829,-0.009,0.193
2.881,182.583,64.832,-22.75,14.344,-2.373e-4,6.196,1.264,45,1.827e-4,9.806,0.092,-7.645e-7,2.266,-0.007,0.192
2.891,183.23,64.605,-22.632,14.406,-2.343e-4,6.182,1.462,45,1.835e-4,9.806,0.042,-3.28e-7,3.117,-6.964e-4,0.192
2.901,183.875,64.379,-22.514,14.468,-2.312e-4,6.166,1.669,45,1.842e-4,9.806,0.01,-3.111e-7,-3.32,0.016,0.191
2.911,184.517,64.155,-22.403,14.529,-2.281e-4,6.149,1.83,45,1.85e-4,9.806,0.053,3.083e-6,-2.928,0.002,0.19
2.921,185.158,63.931,-22.296,14.591,-2.253e-4,6.13,1.957,45,1.858e-4,9.806,0.088,2.59e-6,-2.043,0.001,0.19
